t,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60,d_61,d_62,d_63,d_64,d_65,d_66,d_67,d_68,d_69,d_70,d_71,d_72,d_73
6609,83.7,74.9,138.7,57.3,55.1,105.7,96.9,132.1,134.3,149.7,0.0,0.0,204.8,149.7,244.4,77.1,0.0,257.6,140.9,99.1,0.0,0.0,0.0,0.0,83.7,74.9,138.7,57.3,55.1,105.7,96.9,132.1,134.3,149.7,0.0,0.0,204.8,149.7,244.4,77.1,0.0,257.6,140.9,99.1,0.0,0.0,0.0,0.0,83.7,74.9,138.7,57.3,55.1,105.7,96.9,132.1,134.3,149.7,0.0,0.0,204.8,149.7,244.4,77.1,0.0,257.6,140.9,99.1,0.0,0.0,0.0,0.0,0.0
6610,84.5,75.6,140.1,57.8,55.6,106.8,97.9,133.5,135.7,151.3,0.0,0.0,206.9,151.3,246.9,77.9,0.0,260.2,142.4,100.1,0.0,0.0,0.0,0.0,84.5,75.6,140.1,57.8,55.6,106.8,97.9,133.5,135.7,151.3,0.0,0.0,206.9,151.3,246.9,77.9,0.0,260.2,142.4,100.1,0.0,0.0,0.0,0.0,84.5,75.6,140.1,57.8,55.6,106.8,97.9,133.5,135.7,151.3,0.0,0.0,206.9,151.3,246.9,77.9,0.0,260.2,142.4,100.1,0.0,0.0,0.0,0.0,0.0
6611,83.7,74.9,138.7,57.3,55.1,105.7,96.9,132.1,134.3,149.7,0.0,0.0,204.8,149.7,244.4,77.1,0.0,257.6,140.9,99.1,0.0,0.0,0.0,0.0,83.7,74.9,138.7,57.3,55.1,105.7,96.9,132.1,134.3,149.7,0.0,0.0,204.8,149.7,244.4,77.1,0.0,257.6,140.9,99.1,0.0,0.0,0.0,0.0,83.7,74.9,138.7,57.3,55.1,105.7,96.9,132.1,134.3,149.7,0.0,0.0,204.8,149.7,244.4,77.1,0.0,257.6,140.9,99.1,0.0,0.0,0.0,0.0,0.0
6612,78.6,70.3,130.3,53.8,51.7,99.3,91.0,124.1,126.2,140.7,0.0,0.0,192.4,140.7,229.6,72.4,0.0,242.0,132.4,93.1,0.0,0.0,0.0,0.0,78.6,70.3,130.3,53.8,51.7,99.3,91.0,124.1,126.2,140.7,0.0,0.0,192.4,140.7,229.6,72.4,0.0,242.0,132.4,93.1,0.0,0.0,0.0,0.0,78.6,70.3,130.3,53.8,51.7,99.3,91.0,124.1,126.2,140.7,0.0,0.0,192.4,140.7,229.6,72.4,0.0,242.0,132.4,93.1,0.0,0.0,0.0,0.0,0.0
6613,77.8,69.6,128.9,53.2,51.2,98.2,90.0,122.8,124.8,139.2,0.0,0.0,190.3,139.2,227.2,71.6,0.0,239.4,131.0,92.1,0.0,0.0,0.0,0.0,77.8,69.6,128.9,53.2,51.2,98.2,90.0,122.8,124.8,139.2,0.0,0.0,190.3,139.2,227.2,71.6,0.0,239.4,131.0,92.1,0.0,0.0,0.0,0.0,77.8,69.6,128.9,53.2,51.2,98.2,90.0,122.8,124.8,139.2,0.0,0.0,190.3,139.2,227.2,71.6,0.0,239.4,131.0,92.1,0.0,0.0,0.0,0.0,0.0
6614,76.1,68.1,126.1,52.0,50.0,96.1,88.1,120.1,122.1,136.1,0.0,0.0,186.2,136.1,222.2,70.1,0.0,234.2,128.1,90.1,0.0,0.0,0.0,0.0,76.1,68.1,126.1,52.0,50.0,96.1,88.1,120.1,122.1,136.1,0.0,0.0,186.2,136.1,222.2,70.1,0.0,234.2,128.1,90.1,0.0,0.0,0.0,0.0,76.1,68.1,126.1,52.0,50.0,96.1,88.1,120.1,122.1,136.1,0.0,0.0,186.2,136.1,222.2,70.1,0.0,234.2,128.1,90.1,0.0,0.0,0.0,0.0,0.0
6615,74.4,66.6,123.3,50.9,48.9,94.0,86.1,117.4,119.4,133.1,0.0,0.0,182.0,133.1,217.3,68.5,0.0,229.0,125.3,88.1,0.0,0.0,0.0,0.0,74.4,66.6,123.3,50.9,48.9,94.0,86.1,117.4,119.4,133.1,0.0,0.0,182.0,133.1,217.3,68.5,0.0,229.0,125.3,88.1,0.0,0.0,0.0,0.0,74.4,66.6,123.3,50.9,48.9,94.0,86.1,117.4,119.4,133.1,0.0,0.0,182.0,133.1,217.3,68.5,0.0,229.0,125.3,88.1,0.0,0.0,0.0,0.0,0.0
6616,76.1,68.1,126.1,52.0,50.0,96.1,88.1,120.1,122.1,136.1,0.0,0.0,186.2,136.1,222.2,70.1,0.0,234.2,128.1,90.1,0.0,0.0,0.0,0.0,76.1,68.1,126.1,52.0,50.0,96.1,88.1,120.1,122.1,136.1,0.0,0.0,186.2,136.1,222.2,70.1,0.0,234.2,128.1,90.1,0.0,0.0,0.0,0.0,76.1,68.1,126.1,52.0,50.0,96.1,88.1,120.1,122.1,136.1,0.0,0.0,186.2,136.1,222.2,70.1,0.0,234.2,128.1,90.1,0.0,0.0,0.0,0.0,0.0
6617,77.8,69.6,128.9,53.2,51.2,98.2,90.0,122.8,124.8,139.2,0.0,0.0,190.3,139.2,227.2,71.6,0.0,239.4,131.0,92.1,0.0,0.0,0.0,0.0,77.8,69.6,128.9,53.2,51.2,98.2,90.0,122.8,124.8,139.2,0.0,0.0,190.3,139.2,227.2,71.6,0.0,239.4,131.0,92.1,0.0,0.0,0.0,0.0,77.8,69.6,128.9,53.2,51.2,98.2,90.0,122.8,124.8,139.2,0.0,0.0,190.3,139.2,227.2,71.6,0.0,239.4,131.0,92.1,0.0,0.0,0.0,0.0,0.0
6618,81.1,72.6,134.5,55.5,53.4,102.5,94.0,128.1,130.3,145.2,0.0,0.0,198.6,145.2,237.0,74.7,0.0,249.8,136.7,96.1,0.0,0.0,0.0,0.0,81.1,72.6,134.5,55.5,53.4,102.5,94.0,128.1,130.3,145.2,0.0,0.0,198.6,145.2,237.0,74.7,0.0,249.8,136.7,96.1,0.0,0.0,0.0,0.0,81.1,72.6,134.5,55.5,53.4,102.5,94.0,128.1,130.3,145.2,0.0,0.0,198.6,145.2,237.0,74.7,0.0,249.8,136.7,96.1,0.0,0.0,0.0,0.0,0.0
6619,82.8,74.1,137.3,56.7,54.5,104.6,95.9,130.8,133.0,148.2,0.0,0.0,202.7,148.2,242.0,76.3,0.0,255.0,139.5,98.1,0.0,0.0,0.0,0.0,82.8,74.1,137.3,56.7,54.5,104.6,95.9,130.8,133.0,148.2,0.0,0.0,202.7,148.2,242.0,76.3,0.0,255.0,139.5,98.1,0.0,0.0,0.0,0.0,82.8,74.1,137.3,56.7,54.5,104.6,95.9,130.8,133.0,148.2,0.0,0.0,202.7,148.2,242.0,76.3,0.0,255.0,139.5,98.1,0.0,0.0,0.0,0.0,0.0
6620,81.1,72.6,134.5,55.5,53.4,102.5,94.0,128.1,130.3,145.2,0.0,0.0,198.6,145.2,237.0,74.7,0.0,249.8,136.7,96.1,0.0,0.0,0.0,0.0,81.1,72.6,134.5,55.5,53.4,102.5,94.0,128.1,130.3,145.2,0.0,0.0,198.6,145.2,237.0,74.7,0.0,249.8,136.7,96.1,0.0,0.0,0.0,0.0,81.1,72.6,134.5,55.5,53.4,102.5,94.0,128.1,130.3,145.2,0.0,0.0,198.6,145.2,237.0,74.7,0.0,249.8,136.7,96.1,0.0,0.0,0.0,0.0,0.0
6621,76.1,68.1,126.1,52.0,50.0,96.1,88.1,120.1,122.1,136.1,0.0,0.0,186.2,136.1,222.2,70.1,0.0,234.2,128.1,90.1,0.0,0.0,0.0,0.0,76.1,68.1,126.1,52.0,50.0,96.1,88.1,120.1,122.1,136.1,0.0,0.0,186.2,136.1,222.2,70.1,0.0,234.2,128.1,90.1,0.0,0.0,0.0,0.0,76.1,68.1,126.1,52.0,50.0,96.1,88.1,120.1,122.1,136.1,0.0,0.0,186.2,136.1,222.2,70.1,0.0,234.2,128.1,90.1,0.0,0.0,0.0,0.0,0.0
6622,67.6,60.5,112.1,46.3,44.5,85.4,78.3,106.8,108.5,121.0,0.0,0.0,165.5,121.0,197.5,62.3,0.0,208.2,113.9,80.1,0.0,0.0,0.0,0.0,67.6,60.5,112.1,46.3,44.5,85.4,78.3,106.8,108.5,121.0,0.0,0.0,165.5,121.0,197.5,62.3,0.0,208.2,113.9,80.1,0.0,0.0,0.0,0.0,67.6,60.5,112.1,46.3,44.5,85.4,78.3,106.8,108.5,121.0,0.0,0.0,165.5,121.0,197.5,62.3,0.0,208.2,113.9,80.1,0.0,0.0,0.0,0.0,0.0
6623,59.2,52.9,98.1,40.5,38.9,74.7,68.5,93.4,95.0,105.9,0.0,0.0,144.8,105.9,172.8,54.5,0.0,182.2,99.7,70.1,0.0,0.0,0.0,0.0,59.2,52.9,98.1,40.5,38.9,74.7,68.5,93.4,95.0,105.9,0.0,0.0,144.8,105.9,172.8,54.5,0.0,182.2,99.7,70.1,0.0,0.0,0.0,0.0,59.2,52.9,98.1,40.5,38.9,74.7,68.5,93.4,95.0,105.9,0.0,0.0,144.8,105.9,172.8,54.5,0.0,182.2,99.7,70.1,0.0,0.0,0.0,0.0,0.0
6624,52.2,46.7,86.5,35.7,34.3,65.9,60.4,82.4,83.7,93.3,0.0,0.0,127.7,93.3,152.4,48.0,0.0,160.6,87.9,61.8,0.0,0.0,0.0,0.0,52.2,46.7,86.5,35.7,34.3,65.9,60.4,82.4,83.7,93.3,0.0,0.0,127.7,93.3,152.4,48.0,0.0,160.6,87.9,61.8,0.0,0.0,0.0,0.0,52.2,46.7,86.5,35.7,34.3,65.9,60.4,82.4,83.7,93.3,0.0,0.0,127.7,93.3,152.4,48.0,0.0,160.6,87.9,61.8,0.0,0.0,0.0,0.0,0.0
6625,51.3,45.9,85.1,35.1,33.8,64.8,59.4,81.1,82.4,91.9,0.0,0.0,125.6,91.9,150.0,47.3,0.0,158.1,86.5,60.8,0.0,0.0,0.0,0.0,51.3,45.9,85.1,35.1,33.8,64.8,59.4,81.1,82.4,91.9,0.0,0.0,125.6,91.9,150.0,47.3,0.0,158.1,86.5,60.8,0.0,0.0,0.0,0.0,51.3,45.9,85.1,35.1,33.8,64.8,59.4,81.1,82.4,91.9,0.0,0.0,125.6,91.9,150.0,47.3,0.0,158.1,86.5,60.8,0.0,0.0,0.0,0.0,0.0
6626,49.7,44.5,82.4,34.0,32.7,62.8,57.5,78.4,79.7,88.9,0.0,0.0,121.6,88.9,145.1,45.8,0.0,153.0,83.7,58.8,0.0,0.0,0.0,0.0,49.7,44.5,82.4,34.0,32.7,62.8,57.5,78.4,79.7,88.9,0.0,0.0,121.6,88.9,145.1,45.8,0.0,153.0,83.7,58.8,0.0,0.0,0.0,0.0,49.7,44.5,82.4,34.0,32.7,62.8,57.5,78.4,79.7,88.9,0.0,0.0,121.6,88.9,145.1,45.8,0.0,153.0,83.7,58.8,0.0,0.0,0.0,0.0,0.0
6627,48.0,43.0,79.6,32.9,31.6,60.7,55.6,75.8,77.1,85.9,0.0,0.0,117.5,85.9,140.3,44.2,0.0,147.9,80.9,56.9,0.0,0.0,0.0,0.0,48.0,43.0,79.6,32.9,31.6,60.7,55.6,75.8,77.1,85.9,0.0,0.0,117.5,85.9,140.3,44.2,0.0,147.9,80.9,56.9,0.0,0.0,0.0,0.0,48.0,43.0,79.6,32.9,31.6,60.7,55.6,75.8,77.1,85.9,0.0,0.0,117.5,85.9,140.3,44.2,0.0,147.9,80.9,56.9,0.0,0.0,0.0,0.0,0.0
6628,48.9,43.7,81.0,33.4,32.1,61.7,56.6,77.1,78.4,87.4,0.0,0.0,119.6,87.4,142.7,45.0,0.0,150.4,82.3,57.9,0.0,0.0,0.0,0.0,48.9,43.7,81.0,33.4,32.1,61.7,56.6,77.1,78.4,87.4,0.0,0.0,119.6,87.4,142.7,45.0,0.0,150.4,82.3,57.9,0.0,0.0,0.0,0.0,48.9,43.7,81.0,33.4,32.1,61.7,56.6,77.1,78.4,87.4,0.0,0.0,119.6,87.4,142.7,45.0,0.0,150.4,82.3,57.9,0.0,0.0,0.0,0.0,0.0
6629,53.8,48.2,89.2,36.8,35.4,68.0,62.3,85.0,86.4,96.3,0.0,0.0,131.7,96.3,157.2,49.6,0.0,165.7,90.6,63.7,0.0,0.0,0.0,0.0,53.8,48.2,89.2,36.8,35.4,68.0,62.3,85.0,86.4,96.3,0.0,0.0,131.7,96.3,157.2,49.6,0.0,165.7,90.6,63.7,0.0,0.0,0.0,0.0,53.8,48.2,89.2,36.8,35.4,68.0,62.3,85.0,86.4,96.3,0.0,0.0,131.7,96.3,157.2,49.6,0.0,165.7,90.6,63.7,0.0,0.0,0.0,0.0,0.0
6630,59.6,53.3,98.8,40.8,39.2,75.3,69.0,94.1,95.7,106.7,0.0,0.0,145.9,106.7,174.1,54.9,0.0,183.6,100.4,70.6,0.0,0.0,0.0,0.0,59.6,53.3,98.8,40.8,39.2,75.3,69.0,94.1,95.7,106.7,0.0,0.0,145.9,106.7,174.1,54.9,0.0,183.6,100.4,70.6,0.0,0.0,0.0,0.0,59.6,53.3,98.8,40.8,39.2,75.3,69.0,94.1,95.7,106.7,0.0,0.0,145.9,106.7,174.1,54.9,0.0,183.6,100.4,70.6,0.0,0.0,0.0,0.0,0.0
6631,70.4,63.0,116.7,48.2,46.3,88.9,81.5,111.1,113.0,125.9,0.0,0.0,172.2,125.9,205.6,64.8,0.0,216.7,118.5,83.3,0.0,0.0,0.0,0.0,70.4,63.0,116.7,48.2,46.3,88.9,81.5,111.1,113.0,125.9,0.0,0.0,172.2,125.9,205.6,64.8,0.0,216.7,118.5,83.3,0.0,0.0,0.0,0.0,70.4,63.0,116.7,48.2,46.3,88.9,81.5,111.1,113.0,125.9,0.0,0.0,172.2,125.9,205.6,64.8,0.0,216.7,118.5,83.3,0.0,0.0,0.0,0.0,0.0
6632,78.7,70.4,130.4,53.8,51.8,99.4,91.1,124.2,126.3,140.8,0.0,0.0,192.5,140.8,229.8,72.5,0.0,242.2,132.5,93.2,0.0,0.0,0.0,0.0,78.7,70.4,130.4,53.8,51.8,99.4,91.1,124.2,126.3,140.8,0.0,0.0,192.5,140.8,229.8,72.5,0.0,242.2,132.5,93.2,0.0,0.0,0.0,0.0,78.7,70.4,130.4,53.8,51.8,99.4,91.1,124.2,126.3,140.8,0.0,0.0,192.5,140.8,229.8,72.5,0.0,242.2,132.5,93.2,0.0,0.0,0.0,0.0,0.0
6633,82.0,73.3,135.9,56.1,53.9,103.5,94.9,129.4,131.6,146.7,0.0,0.0,200.6,146.7,239.4,75.5,0.0,252.4,138.1,97.1,0.0,0.0,0.0,0.0,82.0,73.3,135.9,56.1,53.9,103.5,94.9,129.4,131.6,146.7,0.0,0.0,200.6,146.7,239.4,75.5,0.0,252.4,138.1,97.1,0.0,0.0,0.0,0.0,82.0,73.3,135.9,56.1,53.9,103.5,94.9,129.4,131.6,146.7,0.0,0.0,200.6,146.7,239.4,75.5,0.0,252.4,138.1,97.1,0.0,0.0,0.0,0.0,0.0
6634,82.8,74.1,137.3,56.7,54.5,104.6,95.9,130.7,132.9,148.2,0.0,0.0,202.6,148.2,241.9,76.3,0.0,254.9,139.5,98.1,0.0,0.0,0.0,0.0,82.8,74.1,137.3,56.7,54.5,104.6,95.9,130.7,132.9,148.2,0.0,0.0,202.6,148.2,241.9,76.3,0.0,254.9,139.5,98.1,0.0,0.0,0.0,0.0,82.8,74.1,137.3,56.7,54.5,104.6,95.9,130.7,132.9,148.2,0.0,0.0,202.6,148.2,241.9,76.3,0.0,254.9,139.5,98.1,0.0,0.0,0.0,0.0,0.0
6635,82.0,73.3,135.9,56.1,53.9,103.5,94.9,129.4,131.6,146.7,0.0,0.0,200.6,146.7,239.4,75.5,0.0,252.4,138.1,97.1,0.0,0.0,0.0,0.0,82.0,73.3,135.9,56.1,53.9,103.5,94.9,129.4,131.6,146.7,0.0,0.0,200.6,146.7,239.4,75.5,0.0,252.4,138.1,97.1,0.0,0.0,0.0,0.0,82.0,73.3,135.9,56.1,53.9,103.5,94.9,129.4,131.6,146.7,0.0,0.0,200.6,146.7,239.4,75.5,0.0,252.4,138.1,97.1,0.0,0.0,0.0,0.0,0.0
6636,77.0,68.9,127.7,52.7,50.7,97.3,89.2,121.6,123.6,137.8,0.0,0.0,188.5,137.8,224.9,70.9,0.0,237.1,129.7,91.2,0.0,0.0,0.0,0.0,77.0,68.9,127.7,52.7,50.7,97.3,89.2,121.6,123.6,137.8,0.0,0.0,188.5,137.8,224.9,70.9,0.0,237.1,129.7,91.2,0.0,0.0,0.0,0.0,77.0,68.9,127.7,52.7,50.7,97.3,89.2,121.6,123.6,137.8,0.0,0.0,188.5,137.8,224.9,70.9,0.0,237.1,129.7,91.2,0.0,0.0,0.0,0.0,0.0
6637,76.2,68.2,126.3,52.1,50.1,96.2,88.2,120.3,122.3,136.3,0.0,0.0,186.4,136.3,222.5,70.2,0.0,234.5,128.3,90.2,0.0,0.0,0.0,0.0,76.2,68.2,126.3,52.1,50.1,96.2,88.2,120.3,122.3,136.3,0.0,0.0,186.4,136.3,222.5,70.2,0.0,234.5,128.3,90.2,0.0,0.0,0.0,0.0,76.2,68.2,126.3,52.1,50.1,96.2,88.2,120.3,122.3,136.3,0.0,0.0,186.4,136.3,222.5,70.2,0.0,234.5,128.3,90.2,0.0,0.0,0.0,0.0,0.0
6638,74.5,66.7,123.5,51.0,49.0,94.1,86.3,117.7,119.6,133.4,0.0,0.0,182.4,133.4,217.7,68.6,0.0,229.4,125.5,88.2,0.0,0.0,0.0,0.0,74.5,66.7,123.5,51.0,49.0,94.1,86.3,117.7,119.6,133.4,0.0,0.0,182.4,133.4,217.7,68.6,0.0,229.4,125.5,88.2,0.0,0.0,0.0,0.0,74.5,66.7,123.5,51.0,49.0,94.1,86.3,117.7,119.6,133.4,0.0,0.0,182.4,133.4,217.7,68.6,0.0,229.4,125.5,88.2,0.0,0.0,0.0,0.0,0.0
6639,72.9,65.2,120.8,49.9,47.9,92.0,84.4,115.0,117.0,130.4,0.0,0.0,178.3,130.4,212.8,67.1,0.0,224.3,122.7,86.3,0.0,0.0,0.0,0.0,72.9,65.2,120.8,49.9,47.9,92.0,84.4,115.0,117.0,130.4,0.0,0.0,178.3,130.4,212.8,67.1,0.0,224.3,122.7,86.3,0.0,0.0,0.0,0.0,72.9,65.2,120.8,49.9,47.9,92.0,84.4,115.0,117.0,130.4,0.0,0.0,178.3,130.4,212.8,67.1,0.0,224.3,122.7,86.3,0.0,0.0,0.0,0.0,0.0
6640,74.5,66.7,123.5,51.0,49.0,94.1,86.3,117.7,119.6,133.4,0.0,0.0,182.4,133.4,217.7,68.6,0.0,229.4,125.5,88.2,0.0,0.0,0.0,0.0,74.5,66.7,123.5,51.0,49.0,94.1,86.3,117.7,119.6,133.4,0.0,0.0,182.4,133.4,217.7,68.6,0.0,229.4,125.5,88.2,0.0,0.0,0.0,0.0,74.5,66.7,123.5,51.0,49.0,94.1,86.3,117.7,119.6,133.4,0.0,0.0,182.4,133.4,217.7,68.6,0.0,229.4,125.5,88.2,0.0,0.0,0.0,0.0,0.0
6641,76.2,68.2,126.3,52.1,50.1,96.2,88.2,120.3,122.3,136.3,0.0,0.0,186.4,136.3,222.5,70.2,0.0,234.5,128.3,90.2,0.0,0.0,0.0,0.0,76.2,68.2,126.3,52.1,50.1,96.2,88.2,120.3,122.3,136.3,0.0,0.0,186.4,136.3,222.5,70.2,0.0,234.5,128.3,90.2,0.0,0.0,0.0,0.0,76.2,68.2,126.3,52.1,50.1,96.2,88.2,120.3,122.3,136.3,0.0,0.0,186.4,136.3,222.5,70.2,0.0,234.5,128.3,90.2,0.0,0.0,0.0,0.0,0.0
6642,79.5,71.1,131.8,54.4,52.3,100.4,92.0,125.5,127.6,142.2,0.0,0.0,194.5,142.2,232.2,73.2,0.0,244.7,133.9,94.1,0.0,0.0,0.0,0.0,79.5,71.1,131.8,54.4,52.3,100.4,92.0,125.5,127.6,142.2,0.0,0.0,194.5,142.2,232.2,73.2,0.0,244.7,133.9,94.1,0.0,0.0,0.0,0.0,79.5,71.1,131.8,54.4,52.3,100.4,92.0,125.5,127.6,142.2,0.0,0.0,194.5,142.2,232.2,73.2,0.0,244.7,133.9,94.1,0.0,0.0,0.0,0.0,0.0
6643,81.1,72.6,134.5,55.5,53.4,102.5,94.0,128.1,130.3,145.2,0.0,0.0,198.6,145.2,237.0,74.7,0.0,249.8,136.7,96.1,0.0,0.0,0.0,0.0,81.1,72.6,134.5,55.5,53.4,102.5,94.0,128.1,130.3,145.2,0.0,0.0,198.6,145.2,237.0,74.7,0.0,249.8,136.7,96.1,0.0,0.0,0.0,0.0,81.1,72.6,134.5,55.5,53.4,102.5,94.0,128.1,130.3,145.2,0.0,0.0,198.6,145.2,237.0,74.7,0.0,249.8,136.7,96.1,0.0,0.0,0.0,0.0,0.0
6644,79.5,71.1,131.8,54.4,52.3,100.4,92.0,125.5,127.6,142.2,0.0,0.0,194.5,142.2,232.2,73.2,0.0,244.7,133.9,94.1,0.0,0.0,0.0,0.0,79.5,71.1,131.8,54.4,52.3,100.4,92.0,125.5,127.6,142.2,0.0,0.0,194.5,142.2,232.2,73.2,0.0,244.7,133.9,94.1,0.0,0.0,0.0,0.0,79.5,71.1,131.8,54.4,52.3,100.4,92.0,125.5,127.6,142.2,0.0,0.0,194.5,142.2,232.2,73.2,0.0,244.7,133.9,94.1,0.0,0.0,0.0,0.0,0.0
6645,74.5,66.7,123.5,51.0,49.0,94.1,86.3,117.7,119.6,133.4,0.0,0.0,182.4,133.4,217.7,68.6,0.0,229.4,125.5,88.2,0.0,0.0,0.0,0.0,74.5,66.7,123.5,51.0,49.0,94.1,86.3,117.7,119.6,133.4,0.0,0.0,182.4,133.4,217.7,68.6,0.0,229.4,125.5,88.2,0.0,0.0,0.0,0.0,74.5,66.7,123.5,51.0,49.0,94.1,86.3,117.7,119.6,133.4,0.0,0.0,182.4,133.4,217.7,68.6,0.0,229.4,125.5,88.2,0.0,0.0,0.0,0.0,0.0
6646,66.2,59.3,109.8,45.3,43.6,83.7,76.7,104.6,106.3,118.5,0.0,0.0,162.1,118.5,193.5,61.0,0.0,203.9,111.6,78.4,0.0,0.0,0.0,0.0,66.2,59.3,109.8,45.3,43.6,83.7,76.7,104.6,106.3,118.5,0.0,0.0,162.1,118.5,193.5,61.0,0.0,203.9,111.6,78.4,0.0,0.0,0.0,0.0,66.2,59.3,109.8,45.3,43.6,83.7,76.7,104.6,106.3,118.5,0.0,0.0,162.1,118.5,193.5,61.0,0.0,203.9,111.6,78.4,0.0,0.0,0.0,0.0,0.0
6647,58.0,51.9,96.1,39.7,38.1,73.2,67.1,91.5,93.0,103.7,0.0,0.0,141.8,103.7,169.3,53.4,0.0,178.5,97.6,68.6,0.0,0.0,0.0,0.0,58.0,51.9,96.1,39.7,38.1,73.2,67.1,91.5,93.0,103.7,0.0,0.0,141.8,103.7,169.3,53.4,0.0,178.5,97.6,68.6,0.0,0.0,0.0,0.0,58.0,51.9,96.1,39.7,38.1,73.2,67.1,91.5,93.0,103.7,0.0,0.0,141.8,103.7,169.3,53.4,0.0,178.5,97.6,68.6,0.0,0.0,0.0,0.0,0.0
6648,51.1,45.7,84.7,34.9,33.6,64.5,59.1,80.6,82.0,91.4,0.0,0.0,125.0,91.4,149.2,47.0,0.0,157.3,86.0,60.5,0.0,0.0,0.0,0.0,51.1,45.7,84.7,34.9,33.6,64.5,59.1,80.6,82.0,91.4,0.0,0.0,125.0,91.4,149.2,47.0,0.0,157.3,86.0,60.5,0.0,0.0,0.0,0.0,51.1,45.7,84.7,34.9,33.6,64.5,59.1,80.6,82.0,91.4,0.0,0.0,125.0,91.4,149.2,47.0,0.0,157.3,86.0,60.5,0.0,0.0,0.0,0.0,0.0
6649,50.3,45.0,83.3,34.4,33.1,63.5,58.2,79.4,80.7,90.0,0.0,0.0,123.0,90.0,146.8,46.3,0.0,154.8,84.7,59.5,0.0,0.0,0.0,0.0,50.3,45.0,83.3,34.4,33.1,63.5,58.2,79.4,80.7,90.0,0.0,0.0,123.0,90.0,146.8,46.3,0.0,154.8,84.7,59.5,0.0,0.0,0.0,0.0,50.3,45.0,83.3,34.4,33.1,63.5,58.2,79.4,80.7,90.0,0.0,0.0,123.0,90.0,146.8,46.3,0.0,154.8,84.7,59.5,0.0,0.0,0.0,0.0,0.0
6650,48.6,43.5,80.6,33.3,32.0,61.4,56.3,76.8,78.1,87.0,0.0,0.0,119.1,87.0,142.1,44.8,0.0,149.8,81.9,57.6,0.0,0.0,0.0,0.0,48.6,43.5,80.6,33.3,32.0,61.4,56.3,76.8,78.1,87.0,0.0,0.0,119.1,87.0,142.1,44.8,0.0,149.8,81.9,57.6,0.0,0.0,0.0,0.0,48.6,43.5,80.6,33.3,32.0,61.4,56.3,76.8,78.1,87.0,0.0,0.0,119.1,87.0,142.1,44.8,0.0,149.8,81.9,57.6,0.0,0.0,0.0,0.0,0.0
6651,47.0,42.1,78.0,32.2,30.9,59.4,54.4,74.2,75.5,84.1,0.0,0.0,115.1,84.1,137.4,43.3,0.0,144.8,79.2,55.7,0.0,0.0,0.0,0.0,47.0,42.1,78.0,32.2,30.9,59.4,54.4,74.2,75.5,84.1,0.0,0.0,115.1,84.1,137.4,43.3,0.0,144.8,79.2,55.7,0.0,0.0,0.0,0.0,47.0,42.1,78.0,32.2,30.9,59.4,54.4,74.2,75.5,84.1,0.0,0.0,115.1,84.1,137.4,43.3,0.0,144.8,79.2,55.7,0.0,0.0,0.0,0.0,0.0
6652,47.8,42.8,79.3,32.7,31.5,60.4,55.4,75.5,76.8,85.6,0.0,0.0,117.1,85.6,139.7,44.1,0.0,147.3,80.6,56.6,0.0,0.0,0.0,0.0,47.8,42.8,79.3,32.7,31.5,60.4,55.4,75.5,76.8,85.6,0.0,0.0,117.1,85.6,139.7,44.1,0.0,147.3,80.6,56.6,0.0,0.0,0.0,0.0,47.8,42.8,79.3,32.7,31.5,60.4,55.4,75.5,76.8,85.6,0.0,0.0,117.1,85.6,139.7,44.1,0.0,147.3,80.6,56.6,0.0,0.0,0.0,0.0,0.0
6653,52.7,47.2,87.4,36.1,34.7,66.6,61.0,83.2,84.6,94.3,0.0,0.0,129.0,94.3,153.9,48.5,0.0,162.3,88.8,62.4,0.0,0.0,0.0,0.0,52.7,47.2,87.4,36.1,34.7,66.6,61.0,83.2,84.6,94.3,0.0,0.0,129.0,94.3,153.9,48.5,0.0,162.3,88.8,62.4,0.0,0.0,0.0,0.0,52.7,47.2,87.4,36.1,34.7,66.6,61.0,83.2,84.6,94.3,0.0,0.0,129.0,94.3,153.9,48.5,0.0,162.3,88.8,62.4,0.0,0.0,0.0,0.0,0.0
6654,58.4,52.2,96.8,39.9,38.4,73.7,67.6,92.2,93.7,104.5,0.0,0.0,142.9,104.5,170.5,53.8,0.0,179.7,98.3,69.1,0.0,0.0,0.0,0.0,58.4,52.2,96.8,39.9,38.4,73.7,67.6,92.2,93.7,104.5,0.0,0.0,142.9,104.5,170.5,53.8,0.0,179.7,98.3,69.1,0.0,0.0,0.0,0.0,58.4,52.2,96.8,39.9,38.4,73.7,67.6,92.2,93.7,104.5,0.0,0.0,142.9,104.5,170.5,53.8,0.0,179.7,98.3,69.1,0.0,0.0,0.0,0.0,0.0
